"Month","Year","Plant ID","Operator ID","Quantity Consumed in Physical Units for Electric Generation","Physical Unit Label","Reported Prime Mover","ReportedFuelTypeCode","EnergySource","Fuel Group","Quantity","Average Heat Content","Average Sulfur Content","Average Ash Content","Fuel Cost","Moisture Content","Primary Transportation Mode"
6,2024,55047,11059,"0.0","mcf","CA","NG","NG","Natural Gas",3551827,1.03,0,0,".",".","PL"
7,2024,55047,11059,"0.0","mcf","CA","NG","NG","Natural Gas",3419756,1.03,0,0,".",".","PL"
8,2024,55047,11059,"0.0","mcf","CA","NG","NG","Natural Gas",3774496,1.03,0,0,".",".","PL"
9,2024,55047,11059,"0.0","mcf","CA","NG","NG","Natural Gas",3062058,1.03,0,0,".",".","PL"
10,2024,55047,11059,"0.0","mcf","CA","NG","NG","Natural Gas",3198674,1.03,0,0,".",".","PL"
11,2024,55047,11059,"0.0","mcf","CA","NG","NG","Natural Gas",1858265,1.03,0,0,".",".","PL"
1,2024,55047,11059,"3237415.0","mcf","CT","NG","NG","Natural Gas",3237414,1.03,0,0,".",".","PL"
2,2024,55047,11059,"2999290.0","mcf","CT","NG","NG","Natural Gas",2999290,1.03,0,0,".",".","PL"
3,2024,55047,11059,"3151232.0","mcf","CT","NG","NG","Natural Gas",3151233,1.03,0,0,".",".","PL"
4,2024,55047,11059,"2717657.0","mcf","CT","NG","NG","Natural Gas",2717657,1.03,0,0,".",".","PL"
5,2024,55047,11059,"2686365.0","mcf","CT","NG","NG","Natural Gas",2686366,1.03,0,0,".",".","PL"
6,2024,55047,11059,"3551827.0","mcf","CT","NG","NG","Natural Gas",3551827,1.03,0,0,".",".","PL"
7,2024,55047,11059,"3419756.0","mcf","CT","NG","NG","Natural Gas",3419756,1.03,0,0,".",".","PL"
8,2024,55047,11059,"3774496.0","mcf","CT","NG","NG","Natural Gas",3774496,1.03,0,0,".",".","PL"
9,2024,55047,11059,"3062057.0","mcf","CT","NG","NG","Natural Gas",3062058,1.03,0,0,".",".","PL"
10,2024,55047,11059,"3198673.0","mcf","CT","NG","NG","Natural Gas",3198674,1.03,0,0,".",".","PL"
11,2024,55047,11059,"1858265.0","mcf","CT","NG","NG","Natural Gas",1858265,1.03,0,0,".",".","PL"
1,2024,55051,65195,"1554203.0","mcf","GT","NG","NG","Natural Gas",253919,1.015,0,0,".",".","PL"
1,2024,55051,65195,"1554203.0","mcf","GT","NG","NG","Natural Gas",43331,1.015,0,0,".",".","PL"
1,2024,55051,65195,"1554203.0","mcf","GT","NG","NG","Natural Gas",99348,1.015,0,0,".",".","PL"
1,2024,55051,65195,"1554203.0","mcf","GT","NG","NG","Natural Gas",922397,1.007,0,0,".",".","PL"
1,2024,55051,65195,"1554203.0","mcf","GT","NG","NG","Natural Gas",42818,1.015,0,0,".",".","PL"
2,2024,55051,65195,"1577156.0","mcf","GT","NG","NG","Natural Gas",726852,1.012,0,0,".",".","PL"
2,2024,55051,65195,"1577156.0","mcf","GT","NG","NG","Natural Gas",121962,1.012,0,0,".",".","PL"
2,2024,55051,65195,"1577156.0","mcf","GT","NG","NG","Natural Gas",48838,1.012,0,0,".",".","PL"
2,2024,55051,65195,"1577156.0","mcf","GT","NG","NG","Natural Gas",40933,1.012,0,0,".",".","PL"
2,2024,55051,65195,"1577156.0","mcf","GT","NG","NG","Natural Gas",583969,1,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",417593,1.013,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",18009,1.013,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",26795,1.013,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",134589,1.013,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",271508,1.013,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",619160,1,0,0,".",".","PL"
3,2024,55051,65195,"1554935.0","mcf","GT","NG","NG","Natural Gas",248983,1.013,0,0,".",".","PL"
4,2024,55051,65195,"1639654.0","mcf","GT","NG","NG","Natural Gas",365408,1.012,0,0,".",".","PL"
4,2024,55051,65195,"1639654.0","mcf","GT","NG","NG","Natural Gas",254973,1.012,0,0,".",".","PL"
4,2024,55051,65195,"1639654.0","mcf","GT","NG","NG","Natural Gas",203082,1.012,0,0,".",".","PL"
4,2024,55051,65195,"1639654.0","mcf","GT","NG","NG","Natural Gas",586583,1.006,0,0,".",".","PL"
4,2024,55051,65195,"1639654.0","mcf","GT","NG","NG","Natural Gas",298224,1.006,0,0,".",".","PL"
5,2024,55051,65195,"1670153.0","mcf","GT","NG","NG","Natural Gas",316689,1.016,0,0,".",".","PL"
5,2024,55051,65195,"1670153.0","mcf","GT","NG","NG","Natural Gas",589623,1.007,0,0,".",".","PL"
5,2024,55051,65195,"1670153.0","mcf","GT","NG","NG","Natural Gas",502519,1.016,0,0,".",".","PL"
5,2024,55051,65195,"1670153.0","mcf","GT","NG","NG","Natural Gas",171677,1.016,0,0,".",".","PL"
5,2024,55051,65195,"1670153.0","mcf","GT","NG","NG","Natural Gas",128481,1.016,0,0,".",".","PL"
6,2024,55051,65195,"1556347.0","mcf","GT","NG","NG","Natural Gas",321130,1.019,0,0,".",".","PL"
6,2024,55051,65195,"1556347.0","mcf","GT","NG","NG","Natural Gas",430009,1.019,0,0,".",".","PL"
6,2024,55051,65195,"1556347.0","mcf","GT","NG","NG","Natural Gas",593724,1.004,0,0,".",".","PL"
6,2024,55051,65195,"1556347.0","mcf","GT","NG","NG","Natural Gas",267652,1.019,0,0,".",".","PL"
7,2024,55051,65195,"1753345.0","mcf","GT","NG","NG","Natural Gas",549096,1.017,0,0,".",".","PL"
7,2024,55051,65195,"1753345.0","mcf","GT","NG","NG","Natural Gas",181115,1.017,0,0,".",".","PL"
7,2024,55051,65195,"1753345.0","mcf","GT","NG","NG","Natural Gas",3734,1.017,0,0,".",".","PL"
7,2024,55051,65195,"1753345.0","mcf","GT","NG","NG","Natural Gas",618135,1.003,0,0,".",".","PL"
7,2024,55051,65195,"1753345.0","mcf","GT","NG","NG","Natural Gas",410049,1.017,0,0,".",".","PL"
8,2024,55051,65195,"1621837.0","mcf","GT","NG","NG","Natural Gas",430663,1.019,0,0,".",".","PL"
8,2024,55051,65195,"1621837.0","mcf","GT","NG","NG","Natural Gas",143292,1.019,0,0,".",".","PL"
8,2024,55051,65195,"1621837.0","mcf","GT","NG","NG","Natural Gas",613603,1.005,0,0,".",".","PL"
8,2024,55051,65195,"1621837.0","mcf","GT","NG","NG","Natural Gas",397104,1.019,0,0,".",".","PL"
9,2024,55051,65195,"533100.0","mcf","GT","NG","NG","Natural Gas",146221,1.024,0,0,".",".","PL"
9,2024,55051,65195,"533100.0","mcf","GT","NG","NG","Natural Gas",205282,1.002,0,0,".",".","PL"
9,2024,55051,65195,"533100.0","mcf","GT","NG","NG","Natural Gas",117790,1.024,0,0,".",".","PL"
9,2024,55051,65195,"533100.0","mcf","GT","NG","NG","Natural Gas",22838,1.024,0,0,".",".","PL"
10,2024,55051,65195,"1375594.0","mcf","GT","NG","NG","Natural Gas",506517,1.024,0,0,".",".","PL"
10,2024,55051,65195,"1375594.0","mcf","GT","NG","NG","Natural Gas",392485,1.002,0,0,".",".","PL"
10,2024,55051,65195,"1375594.0","mcf","GT","NG","NG","Natural Gas",174122,1.024,0,0,".",".","PL"
10,2024,55051,65195,"1375594.0","mcf","GT","NG","NG","Natural Gas",160415,1.024,0,0,".",".","PL"
10,2024,55051,65195,"1375594.0","mcf","GT","NG","NG","Natural Gas",137076,1.024,0,0,".",".","PL"
11,2024,55051,65195,"1705046.0","mcf","GT","NG","NG","Natural Gas",259742,1.024,0,0,".",".","PL"
11,2024,55051,65195,"1705046.0","mcf","GT","NG","NG","Natural Gas",599719,1.001,0,0,".",".","PL"
11,2024,55051,65195,"1705046.0","mcf","GT","NG","NG","Natural Gas",265138,1.024,0,0,".",".","PL"
11,2024,55051,65195,"1705046.0","mcf","GT","NG","NG","Natural Gas",232582,1.024,0,0,".",".","PL"
11,2024,55051,65195,"1705046.0","mcf","GT","NG","NG","Natural Gas",7116,1.024,0,0,".",".","PL"
11,2024,55051,65195,"1705046.0","mcf","GT","NG","NG","Natural Gas",413823,1.024,0,0,".",".","PL"
2,2024,55061,18535,"2226.0","barrels","GT","DFO","DFO","Petroleum",2226,5.825,0,0,".",".","TR"
11,2024,55061,18535,"814.0","barrels","GT","DFO","DFO","Petroleum",814,5.825,0,0,".",".","PL"
2,2024,55061,18535,"57100.0","mcf","GT","NG","NG","Natural Gas",57100,1.032,0,0,".",".","PL"
4,2024,55061,18535,"20585.0","mcf","GT","NG","NG","Natural Gas",20585,1.02,0,0,".",".","PL"
5,2024,55061,18535,"110547.0","mcf","GT","NG","NG","Natural Gas",110547,1.03,0,0,".",".","PL"
9,2024,55061,18535,"111414.0","mcf","GT","NG","NG","Natural Gas",111414,1.047,0,0,".",".","PL"
10,2024,55061,18535,"872.0","mcf","GT","NG","NG","Natural Gas",872,1.03,0,0,".",".","PL"
1,2024,55062,18611,"225527.0","mcf","CA","NG","NG","Natural Gas",1123364,1.018,0,0,".",".","PL"
1,2024,55062,18611,"225527.0","mcf","CA","NG","NG","Natural Gas",1699456,1.018,0,0,".",".","PL"
2,2024,55062,18611,"81222.0","mcf","CA","NG","NG","Natural Gas",379241,1.014,0,0,".",".","PL"
2,2024,55062,18611,"81222.0","mcf","CA","NG","NG","Natural Gas",1076779,1.014,0,0,".",".","PL"
3,2024,55062,18611,"238202.0","mcf","CA","NG","NG","Natural Gas",1022459,1.018,0,0,".",".","PL"
3,2024,55062,18611,"238202.0","mcf","CA","NG","NG","Natural Gas",1422289,1.018,0,0,".",".","PL"
4,2024,55062,18611,"0.0","mcf","CA","NG","NG","Natural Gas",20923,1.018,0,0,".",".","PL"
5,2024,55062,18611,"248681.0","mcf","CA","NG","NG","Natural Gas",1370450,1.014,0,0,".",".","PL"
5,2024,55062,18611,"248681.0","mcf","CA","NG","NG","Natural Gas",1278923,1.014,0,0,".",".","PL"
6,2024,55062,18611,"423391.0","mcf","CA","NG","NG","Natural Gas",1994958,1.018,0,0,".",".","PL"
6,2024,55062,18611,"423391.0","mcf","CA","NG","NG","Natural Gas",1577696,1.018,0,0,".",".","PL"
7,2024,55062,18611,"405245.0","mcf","CA","NG","NG","Natural Gas",2019628,1.014,0,0,".",".","PL"
7,2024,55062,18611,"405245.0","mcf","CA","NG","NG","Natural Gas",1654903,1.014,0,0,".",".","PL"
8,2024,55062,18611,"478098.0","mcf","CA","NG","NG","Natural Gas",2264312,1.011,0,0,".",".","PL"
8,2024,55062,18611,"478098.0","mcf","CA","NG","NG","Natural Gas",1686015,1.011,0,0,".",".","PL"
9,2024,55062,18611,"277411.0","mcf","CA","NG","NG","Natural Gas",1932659,1.01,0,0,".",".","PL"
9,2024,55062,18611,"277411.0","mcf","CA","NG","NG","Natural Gas",1632401,1.01,0,0,".",".","PL"
10,2024,55062,18611,"81518.0","mcf","CA","NG","NG","Natural Gas",749302,1.009,0,0,".",".","PL"
10,2024,55062,18611,"81518.0","mcf","CA","NG","NG","Natural Gas",777908,1.009,0,0,".",".","PL"
11,2024,55062,18611,"171768.0","mcf","CA","NG","NG","Natural Gas",1260956,1.006,0,0,".",".","PL"
11,2024,55062,18611,"171768.0","mcf","CA","NG","NG","Natural Gas",1391924,1.006,0,0,".",".","PL"
1,2024,55062,18611,"2597293.0","mcf","CT","NG","NG","Natural Gas",1123364,1.018,0,0,".",".","PL"
1,2024,55062,18611,"2597293.0","mcf","CT","NG","NG","Natural Gas",1699456,1.018,0,0,".",".","PL"
2,2024,55062,18611,"1374798.0","mcf","CT","NG","NG","Natural Gas",379241,1.014,0,0,".",".","PL"
2,2024,55062,18611,"1374798.0","mcf","CT","NG","NG","Natural Gas",1076779,1.014,0,0,".",".","PL"
3,2024,55062,18611,"2206546.0","mcf","CT","NG","NG","Natural Gas",1022459,1.018,0,0,".",".","PL"
3,2024,55062,18611,"2206546.0","mcf","CT","NG","NG","Natural Gas",1422289,1.018,0,0,".",".","PL"
4,2024,55062,18611,"20923.0","mcf","CT","NG","NG","Natural Gas",20923,1.018,0,0,".",".","PL"
5,2024,55062,18611,"2400692.0","mcf","CT","NG","NG","Natural Gas",1370450,1.014,0,0,".",".","PL"
5,2024,55062,18611,"2400692.0","mcf","CT","NG","NG","Natural Gas",1278923,1.014,0,0,".",".","PL"
6,2024,55062,18611,"3149263.0","mcf","CT","NG","NG","Natural Gas",1994958,1.018,0,0,".",".","PL"
6,2024,55062,18611,"3149263.0","mcf","CT","NG","NG","Natural Gas",1577696,1.018,0,0,".",".","PL"
7,2024,55062,18611,"3269286.0","mcf","CT","NG","NG","Natural Gas",2019628,1.014,0,0,".",".","PL"
7,2024,55062,18611,"3269286.0","mcf","CT","NG","NG","Natural Gas",1654903,1.014,0,0,".",".","PL"
8,2024,55062,18611,"3472229.0","mcf","CT","NG","NG","Natural Gas",2264312,1.011,0,0,".",".","PL"
8,2024,55062,18611,"3472229.0","mcf","CT","NG","NG","Natural Gas",1686015,1.011,0,0,".",".","PL"
9,2024,55062,18611,"3287649.0","mcf","CT","NG","NG","Natural Gas",1932659,1.01,0,0,".",".","PL"
9,2024,55062,18611,"3287649.0","mcf","CT","NG","NG","Natural Gas",1632401,1.01,0,0,".",".","PL"
10,2024,55062,18611,"1445692.0","mcf","CT","NG","NG","Natural Gas",749302,1.009,0,0,".",".","PL"
10,2024,55062,18611,"1445692.0","mcf","CT","NG","NG","Natural Gas",777908,1.009,0,0,".",".","PL"
11,2024,55062,18611,"2481111.0","mcf","CT","NG","NG","Natural Gas",1260956,1.006,0,0,".",".","PL"
11,2024,55062,18611,"2481111.0","mcf","CT","NG","NG","Natural Gas",1391924,1.006,0,0,".",".","PL"
1,2024,55063,17568,"62300.0","mcf","CA","NG","NG","Natural Gas",3167592,1.012,0,0,"428.2",".","PL"
2,2024,55063,17568,"86510.0","mcf","CA","NG","NG","Natural Gas",3139985,1.009,0,0,"165.8",".","PL"
3,2024,55063,17568,"77165.0","mcf","CA","NG","NG","Natural Gas",2438365,1.022,0,0,"153.5",".","PL"
4,2024,55063,17568,"157329.0","mcf","CA","NG","NG","Natural Gas",2751030,1.011,0,0,"147.9",".","PL"
5,2024,55063,17568,"185573.0","mcf","CA","NG","NG","Natural Gas",2560699,1.034,0,0,"189.8",".","PL"
6,2024,55063,17568,"159861.0","mcf","CA","NG","NG","Natural Gas",2346734,1.054,0,0,"225.0",".","PL"
7,2024,55063,17568,"190107.0","mcf","CA","NG","NG","Natural Gas",3187465,1.035,0,0,"190.8",".","PL"
8,2024,55063,17568,"243702.0","mcf","CA","NG","NG","Natural Gas",3512940,1.048,0,0,"193.3",".","PL"
9,2024,55063,17568,"74807.0","mcf","CA","NG","NG","Natural Gas",1695270,1.048,0,0,"210.7",".","PL"
10,2024,55063,17568,"156781.0","mcf","CA","NG","NG","Natural Gas",3187325,1.059,0,0,"219.7",".","PL"
11,2024,55063,17568,"141441.0","mcf","CA","NG","NG","Natural Gas",3231988,1.023,0,0,"204.4",".","PL"
1,2024,55063,17568,"3105292.0","mcf","CT","NG","NG","Natural Gas",3167592,1.012,0,0,"428.2",".","PL"
2,2024,55063,17568,"3053475.0","mcf","CT","NG","NG","Natural Gas",3139985,1.009,0,0,"165.8",".","PL"
3,2024,55063,17568,"2361200.0","mcf","CT","NG","NG","Natural Gas",2438365,1.022,0,0,"153.5",".","PL"
4,2024,55063,17568,"2593701.0","mcf","CT","NG","NG","Natural Gas",2751030,1.011,0,0,"147.9",".","PL"
5,2024,55063,17568,"2375126.0","mcf","CT","NG","NG","Natural Gas",2560699,1.034,0,0,"189.8",".","PL"
6,2024,55063,17568,"2186873.0","mcf","CT","NG","NG","Natural Gas",2346734,1.054,0,0,"225.0",".","PL"
7,2024,55063,17568,"2997358.0","mcf","CT","NG","NG","Natural Gas",3187465,1.035,0,0,"190.8",".","PL"
8,2024,55063,17568,"3269238.0","mcf","CT","NG","NG","Natural Gas",3512940,1.048,0,0,"193.3",".","PL"
9,2024,55063,17568,"1620463.0","mcf","CT","NG","NG","Natural Gas",1695270,1.048,0,0,"210.7",".","PL"
10,2024,55063,17568,"3030544.0","mcf","CT","NG","NG","Natural Gas",3187325,1.059,0,0,"219.7",".","PL"
11,2024,55063,17568,"3090547.0","mcf","CT","NG","NG","Natural Gas",3231988,1.023,0,0,"204.4",".","PL"
1,2024,55064,23913,"1617644.0","mcf","GT","NG","NG","Natural Gas",630293,0.96,0,0,".",".","PL"
1,2024,55064,23913,"1617644.0","mcf","GT","NG","NG","Natural Gas",987351,1.017,0,0,".",".","PL"
2,2024,55064,23913,"1439021.0","mcf","GT","NG","NG","Natural Gas",717806,0.963,0,0,".",".","PL"
2,2024,55064,23913,"1439021.0","mcf","GT","NG","NG","Natural Gas",721215,1.007,0,0,".",".","PL"
3,2024,55064,23913,"1524463.0","mcf","GT","NG","NG","Natural Gas",625247,0.965,0,0,".",".","PL"
3,2024,55064,23913,"1524463.0","mcf","GT","NG","NG","Natural Gas",899216,1.006,0,0,".",".","PL"
4,2024,55064,23913,"1459860.0","mcf","GT","NG","NG","Natural Gas",694263,0.959,0,0,".",".","PL"
4,2024,55064,23913,"1459860.0","mcf","GT","NG","NG","Natural Gas",765597,1.023,0,0,".",".","PL"
5,2024,55064,23913,"1432867.0","mcf","GT","NG","NG","Natural Gas",673816,0.961,0,0,".",".","PL"
5,2024,55064,23913,"1432867.0","mcf","GT","NG","NG","Natural Gas",759051,1.019,0,0,".",".","PL"
6,2024,55064,23913,"1469576.0","mcf","GT","NG","NG","Natural Gas",784061,1.019,0,0,".",".","PL"
6,2024,55064,23913,"1469576.0","mcf","GT","NG","NG","Natural Gas",685515,0.964,0,0,".",".","PL"
7,2024,55064,23913,"1512166.0","mcf","GT","NG","NG","Natural Gas",748535,1.009,0,0,".",".","PL"
7,2024,55064,23913,"1512166.0","mcf","GT","NG","NG","Natural Gas",763631,0.955,0,0,".",".","PL"
8,2024,55064,23913,"1510469.0","mcf","GT","NG","NG","Natural Gas",820325,1.026,0,0,".",".","PL"
8,2024,55064,23913,"1510469.0","mcf","GT","NG","NG","Natural Gas",690144,0.956,0,0,".",".","PL"
9,2024,55064,23913,"1529383.0","mcf","GT","NG","NG","Natural Gas",825688,1.022,0,0,".",".","PL"
9,2024,55064,23913,"1529383.0","mcf","GT","NG","NG","Natural Gas",703695,0.953,0,0,".",".","PL"
10,2024,55064,23913,"1437476.0","mcf","GT","NG","NG","Natural Gas",768415,1.026,0,0,".",".","PL"
10,2024,55064,23913,"1437476.0","mcf","GT","NG","NG","Natural Gas",669061,0.951,0,0,".",".","PL"
11,2024,55064,23913,"1011344.0","mcf","GT","NG","NG","Natural Gas",810714,1.021,0,0,".",".","PL"
11,2024,55064,23913,"1011344.0","mcf","GT","NG","NG","Natural Gas",200630,0.965,0,0,".",".","PL"
1,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",1088917,1,0,0,"385.1",".","PL"
2,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",898124,0.994,0,0,"91.4",".","PL"
3,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",1001733,0.99,0,0,"1.6",".","PL"
4,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",1253330,0.999,0,0,"-133.4",".","PL"
5,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",1629697,1.006,0,0,"-77.5",".","PL"
6,2024,55065,7349,"894.0","mcf","CA","NG","NG","Natural Gas",1824456,1.009,0,0,"10.4",".","PL"
7,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",2043233,1.006,0,0,"-73.0",".","PL"
8,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",1801492,1.006,0,0,"-154.2",".","PL"
9,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",2034216,1,0,0,"-3.7",".","PL"
10,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",1670787,1,0,0,"-8.9",".","PL"
11,2024,55065,7349,"0.0","mcf","CA","NG","NG","Natural Gas",708937,0.993,0,0,"-103.1",".","PL"
1,2024,55065,7349,"1088917.0","mcf","CT","NG","NG","Natural Gas",1088917,1,0,0,"385.1",".","PL"
2,2024,55065,7349,"898124.0","mcf","CT","NG","NG","Natural Gas",898124,0.994,0,0,"91.4",".","PL"
3,2024,55065,7349,"1001733.0","mcf","CT","NG","NG","Natural Gas",1001733,0.99,0,0,"1.6",".","PL"
4,2024,55065,7349,"1253330.0","mcf","CT","NG","NG","Natural Gas",1253330,0.999,0,0,"-133.4",".","PL"
5,2024,55065,7349,"1629697.0","mcf","CT","NG","NG","Natural Gas",1629697,1.006,0,0,"-77.5",".","PL"
6,2024,55065,7349,"1823562.0","mcf","CT","NG","NG","Natural Gas",1824456,1.009,0,0,"10.4",".","PL"
7,2024,55065,7349,"2043233.0","mcf","CT","NG","NG","Natural Gas",2043233,1.006,0,0,"-73.0",".","PL"
8,2024,55065,7349,"1801492.0","mcf","CT","NG","NG","Natural Gas",1801492,1.006,0,0,"-154.2",".","PL"
9,2024,55065,7349,"2034216.0","mcf","CT","NG","NG","Natural Gas",2034216,1,0,0,"-3.7",".","PL"
10,2024,55065,7349,"1670787.0","mcf","CT","NG","NG","Natural Gas",1670787,1,0,0,"-8.9",".","PL"
11,2024,55065,7349,"708937.0","mcf","CT","NG","NG","Natural Gas",708937,0.993,0,0,"-103.1",".","PL"
1,2024,55075,28764,"50062.0","mcf","CA","NG","NG","Natural Gas",985176,1.03,0,0,".",".","PL"
2,2024,55075,28764,"43305.0","mcf","CA","NG","NG","Natural Gas",893678,1.035,0,0,".",".","PL"
3,2024,55075,28764,"65992.0","mcf","CA","NG","NG","Natural Gas",1253685,1.029,0,0,".",".","PL"
4,2024,55075,28764,"37075.0","mcf","CA","NG","NG","Natural Gas",874803,1.021,0,0,".",".","PL"
5,2024,55075,28764,"47825.0","mcf","CA","NG","NG","Natural Gas",917949,1.026,0,0,".",".","PL"
6,2024,55075,28764,"60028.0","mcf","CA","NG","NG","Natural Gas",1173414,1.025,0,0,".",".","PL"
7,2024,55075,28764,"68685.0","mcf","CA","NG","NG","Natural Gas",1184785,1.031,0,0,".",".","PL"
8,2024,55075,28764,"52732.0","mcf","CA","NG","NG","Natural Gas",1016798,1.032,0,0,".",".","PL"
9,2024,55075,28764,"59492.0","mcf","CA","NG","NG","Natural Gas",1159085,1.028,0,0,".",".","PL"
10,2024,55075,28764,"12234.0","mcf","CA","NG","NG","Natural Gas",286842,1.027,0,0,".",".","PL"
1,2024,55075,28764,"935114.0","mcf","CT","NG","NG","Natural Gas",985176,1.03,0,0,".",".","PL"
2,2024,55075,28764,"850373.0","mcf","CT","NG","NG","Natural Gas",893678,1.035,0,0,".",".","PL"
3,2024,55075,28764,"1187693.0","mcf","CT","NG","NG","Natural Gas",1253685,1.029,0,0,".",".","PL"
4,2024,55075,28764,"837729.0","mcf","CT","NG","NG","Natural Gas",874803,1.021,0,0,".",".","PL"
5,2024,55075,28764,"870123.0","mcf","CT","NG","NG","Natural Gas",917949,1.026,0,0,".",".","PL"
6,2024,55075,28764,"1113386.0","mcf","CT","NG","NG","Natural Gas",1173414,1.025,0,0,".",".","PL"
7,2024,55075,28764,"1116100.0","mcf","CT","NG","NG","Natural Gas",1184785,1.031,0,0,".",".","PL"
8,2024,55075,28764,"964065.0","mcf","CT","NG","NG","Natural Gas",1016798,1.032,0,0,".",".","PL"
9,2024,55075,28764,"1099593.0","mcf","CT","NG","NG","Natural Gas",1159085,1.028,0,0,".",".","PL"
10,2024,55075,28764,"274608.0","mcf","CT","NG","NG","Natural Gas",286842,1.027,0,0,".",".","PL"
1,2024,55076,3593,"131135.0","short tons","ST","LIG","LIG","Coal",131135,10.28,0.44,14.3,".","43.23","TR"
2,2024,55076,3593,"145559.0","short tons","ST","LIG","LIG","Coal",145559,10.27,0.4,14.6,".","43.12","TR"
3,2024,55076,3593,"177988.0","short tons","ST","LIG","LIG","Coal",177988,10.24,0.54,15.4,".","42.42","TR"
4,2024,55076,3593,"85272.0","short tons","ST","LIG","LIG","Coal",85272,10.47,0.49,14.8,".","41.75","TR"
5,2024,55076,3593,"169848.0","short tons","ST","LIG","LIG","Coal",169848,10.58,0.57,14.8,".","41.65","TR"
6,2024,55076,3593,"167434.0","short tons","ST","LIG","LIG","Coal",167434,10.73,0.59,14.4,".","41.62","TR"
7,2024,55076,3593,"174230.0","short tons","ST","LIG","LIG","Coal",174230,10.88,0.7,13.9,".","41.37","TR"
8,2024,55076,3593,"246072.0","short tons","ST","LIG","LIG","Coal",246072,11.17,0.6,13.6,".","40.82","TR"
10,2024,55076,3593,"40569.0","short tons","ST","LIG","LIG","Coal",40569,10.91,0.65,13.9,".","41.56","TR"
11,2024,55076,3593,"206461.0","short tons","ST","LIG","LIG","Coal",206461,10.74,0.6,12.8,".","43.14","TR"
1,2024,55076,3593,"4593.0","mcf","ST","NG","NG","Natural Gas",10924,1.04,0,0,".",".","PL"
2,2024,55076,3593,"7267.0","mcf","ST","NG","NG","Natural Gas",10611,1.04,0,0,".",".","PL"
3,2024,55076,3593,"755.0","mcf","ST","NG","NG","Natural Gas",4817,1.04,0,0,".",".","PL"
4,2024,55076,3593,"6974.0","mcf","ST","NG","NG","Natural Gas",10822,1.04,0,0,".",".","PL"
5,2024,55076,3593,"1611.0","mcf","ST","NG","NG","Natural Gas",6319,1.04,0,0,".",".","PL"
6,2024,55076,3593,"63.0","mcf","ST","NG","NG","Natural Gas",3770,1.04,0,0,".",".","PL"
7,2024,55076,3593,"7290.0","mcf","ST","NG","NG","Natural Gas",14452,1.04,0,0,".",".","PL"
8,2024,55076,3593,"4366.0","mcf","ST","NG","NG","Natural Gas",11713,1.04,0,0,".",".","PL"
10,2024,55076,3593,"15513.0","mcf","ST","NG","NG","Natural Gas",20787,1.04,0,0,".",".","PL"
11,2024,55076,3593,"11795.0","mcf","ST","NG","NG","Natural Gas",19461,1.04,0,0,".",".","PL"
1,2024,55077,5695,"512.0","mcf","CA","NG","NG","Natural Gas",1649796,1.042,0,0,"405.4",".","PL"
2,2024,55077,5695,"103.0","mcf","CA","NG","NG","Natural Gas",499533,1.036,0,0,"584.1",".","PL"
3,2024,55077,5695,"116.0","mcf","CA","NG","NG","Natural Gas",67497,1.038,0,0,"958.3",".","PL"
4,2024,55077,5695,"264.0","mcf","CA","NG","NG","Natural Gas",522404,1.035,0,0,"371.7",".","PL"
5,2024,55077,5695,"35.0","mcf","CA","NG","NG","Natural Gas",330,1.032,0,0,"144204.8",".","PL"
6,2024,55077,5695,"8879.0","mcf","CA","NG","NG","Natural Gas",350534,1.036,0,0,"344.8",".","PL"
7,2024,55077,5695,"10183.0","mcf","CA","NG","NG","Natural Gas",1008103,1.038,0,0,"359.9",".","PL"
8,2024,55077,5695,"2779.0","mcf","CA","NG","NG","Natural Gas",691383,1.045,0,0,"514.6",".","PL"
9,2024,55077,5695,"3002.0","mcf","CA","NG","NG","Natural Gas",1245139,1.032,0,0,"441.6",".","PL"
10,2024,55077,5695,"1084.0","mcf","CA","NG","NG","Natural Gas",780311,1.043,0,0,"319.1",".","PL"
11,2024,55077,5695,"72.0","mcf","CA","NG","NG","Natural Gas",696604,1.019,0,0,"317.7",".","PL"
1,2024,55077,5695,"1649284.0","mcf","CT","NG","NG","Natural Gas",1649796,1.042,0,0,"405.4",".","PL"
